Student ID,First Name,Last Name,Age,Gender,University,Degree Program,Year of Study,GPA,Part-time Job,Residential Status,Monthly Income,Preferred Accommodation,Distance to University,Transportation Method,Family Income,Scholarship Status,Boarding House Interest,Accommodation Budget,Special Needs
2024459,Sachini,Perera,25,Female,University of Colombo,IT,1th Year,2.08,Yes,On-campus,1789,Boarding house,17 km,Private vehicle,296017,No,No,19760,Yes
2024460,Nethmi,Silva,24,Male,SLIIT,Medicine,4th Year,3.8,Yes,Boarding house,5360,Private residence,4 km,Train,158631,No,Yes,20948,Yes
2024461,Kasun,Wickramasinghe,23,Female,University of Moratuwa,Engineering,3th Year,2.94,Yes,On-campus,3093,Private residence,19 km,Private vehicle,229727,Yes,No,37512,Yes
2024462,Ravindu,Wijesinghe,20,Male,University of Moratuwa,IT,2th Year,2.58,No,On-campus,0,Private residence,1 km,Private vehicle,196835,Yes,Yes,26375,Yes
2024463,Harsha,Silva,18,Male,University of Moratuwa,IT,2th Year,3.69,Yes,Off-campus,17430,Private residence,16 km,Walk,148818,No,Yes,38426,Yes
2024464,Tharushi,Silva,25,Female,University of Moratuwa,Business,3th Year,3.42,No,Off-campus,0,On-campus,18 km,Train,64475,Yes,Yes,33924,No
2024465,Ravindu,Wijesinghe,20,Male,University of Colombo,IT,3th Year,2.75,Yes,Off-campus,12123,On-campus,6 km,Private vehicle,214290,No,No,20675,No
2024466,Kasun,Wickramasinghe,18,Male,SLIIT,Business,1th Year,2.82,Yes,Boarding house,4960,Boarding house,8 km,Bus,109651,No,Yes,36938,No
2024467,Dinuka,Jayasekara,18,Female,NSBM Green University,Engineering,4th Year,3.17,Yes,Off-campus,10415,Private residence,7 km,Bus,82646,Yes,Yes,33147,No
2024468,Kasun,Fernando,21,Male,NSBM Green University,Business,4th Year,2.13,No,Boarding house,0,Private residence,6 km,Bus,178962,Yes,No,36204,Yes
2024469,Tharushi,Fernando,22,Male,University of Moratuwa,Medicine,3th Year,3.59,Yes,Off-campus,18293,On-campus,7 km,Walk,283255,No,Yes,30038,No
2024470,Ayesh,Wickramasinghe,24,Male,SLIIT,Medicine,1th Year,2.77,Yes,Boarding house,17809,On-campus,8 km,Train,243466,No,No,36605,Yes
2024471,Ayesh,Silva,19,Male,University of Colombo,Medicine,2th Year,2.01,No,Boarding house,0,Boarding house,7 km,Walk,171722,No,Yes,24710,Yes
2024472,Harsha,Jayasekara,20,Female,SLIIT,Medicine,1th Year,3.87,No,Boarding house,0,Boarding house,18 km,Private vehicle,192789,No,Yes,31650,No
2024473,Ravindu,Silva,23,Male,University of Colombo,Engineering,2th Year,2.39,Yes,Off-campus,20462,Boarding house,11 km,Private vehicle,97631,Yes,No,28528,Yes
2024474,Ravindu,Wijesinghe,21,Male,NSBM Green University,Medicine,4th Year,2.28,No,Boarding house,0,On-campus,3 km,Private vehicle,292299,Yes,No,31424,No
2024475,Ravindu,Wijesinghe,25,Male,NSBM Green University,Medicine,1th Year,3.35,No,Off-campus,0,On-campus,19 km,Train,198525,No,No,34047,Yes
2024476,Dinuka,Wickramasinghe,18,Male,University of Colombo,IT,3th Year,3.59,No,Off-campus,0,Boarding house,15 km,Walk,221055,Yes,Yes,38823,Yes
2024477,Ravindu,Perera,22,Male,University of Moratuwa,Engineering,1th Year,2.43,Yes,Boarding house,16973,On-campus,2 km,Train,209560,No,No,32966,Yes
2024478,Tharushi,Fernando,20,Male,University of Moratuwa,Engineering,2th Year,3.9,Yes,On-campus,15352,On-campus,5 km,Private vehicle,193850,Yes,Yes,30478,Yes
2024479,Harsha,Silva,20,Female,University of Moratuwa,Engineering,3th Year,2.17,Yes,Boarding house,1357,Private residence,2 km,Private vehicle,275555,No,No,32084,No
2024480,Dinuka,Wijesinghe,24,Female,SLIIT,IT,2th Year,3.44,Yes,Boarding house,14558,Private residence,14 km,Private vehicle,252382,No,Yes,24270,No
2024481,Nethmi,Wijesinghe,24,Male,University of Colombo,Business,2th Year,2.7,Yes,On-campus,10382,Boarding house,6 km,Walk,234481,Yes,Yes,22945,No
2024482,Ayesh,Jayasekara,19,Female,University of Colombo,Business,1th Year,2.57,No,On-campus,0,On-campus,11 km,Bus,109708,Yes,Yes,24890,Yes
2024483,Kasun,Wickramasinghe,21,Male,University of Moratuwa,IT,4th Year,3.78,No,On-campus,0,Private residence,12 km,Bus,280837,No,No,26231,No
2024484,Kasun,Perera,22,Male,University of Moratuwa,Business,3th Year,2.87,Yes,Off-campus,10098,Private residence,17 km,Bus,177868,Yes,Yes,23889,No
2024485,Tharushi,Silva,22,Female,NSBM Green University,Engineering,2th Year,2.42,No,On-campus,0,On-campus,15 km,Walk,168827,Yes,No,34690,Yes
2024486,Ravindu,Silva,25,Male,University of Moratuwa,Medicine,2th Year,2.01,Yes,Off-campus,17926,Boarding house,18 km,Bus,184822,Yes,No,22931,Yes
2024487,Tharushi,Fernando,21,Male,SLIIT,IT,1th Year,3.21,No,Off-campus,0,Private residence,14 km,Private vehicle,160398,Yes,No,34856,Yes
2024488,Ayesh,Perera,18,Female,University of Colombo,Engineering,3th Year,3.04,No,Off-campus,0,Boarding house,4 km,Private vehicle,209715,Yes,No,39832,Yes
2024489,Nethmi,Jayasekara,20,Male,SLIIT,Business,1th Year,2.88,No,Off-campus,0,On-campus,9 km,Walk,240229,Yes,Yes,19222,No
2024490,Sachini,Silva,19,Male,University of Colombo,Medicine,4th Year,2.68,No,Off-campus,0,Boarding house,17 km,Private vehicle,111672,Yes,No,38756,Yes
2024491,Sachini,Fernando,18,Female,University of Colombo,IT,2th Year,3.46,No,On-campus,0,Private residence,4 km,Walk,136004,Yes,No,25009,Yes
2024492,Sachini,Fernando,24,Male,University of Colombo,Business,2th Year,3.0,No,On-campus,0,Private residence,7 km,Bus,175805,Yes,No,15540,Yes
2024493,Harsha,Wijesinghe,23,Male,University of Colombo,IT,2th Year,3.38,No,On-campus,0,Boarding house,7 km,Bus,141519,Yes,No,28898,No
2024494,Sachini,Fernando,20,Male,NSBM Green University,Medicine,3th Year,2.9,No,On-campus,0,Boarding house,20 km,Private vehicle,140617,No,Yes,30741,Yes
2024495,Tharushi,Wijesinghe,25,Female,University of Colombo,Business,3th Year,3.97,No,Off-campus,0,Private residence,17 km,Bus,221815,Yes,Yes,24253,Yes
2024496,Tharushi,Jayasekara,19,Female,University of Moratuwa,Engineering,4th Year,3.95,No,Boarding house,0,Boarding house,15 km,Train,184771,No,No,22197,No
2024497,Dinuka,Wijesinghe,22,Male,SLIIT,Business,1th Year,2.34,No,Boarding house,0,Private residence,12 km,Private vehicle,67390,No,Yes,25506,No
2024498,Ayesh,Jayasekara,21,Female,University of Moratuwa,IT,2th Year,3.57,Yes,Off-campus,19535,On-campus,3 km,Bus,278487,No,No,33484,No
2024499,Dinuka,Perera,24,Male,NSBM Green University,Business,2th Year,2.47,Yes,Off-campus,2202,On-campus,9 km,Private vehicle,189120,Yes,No,22461,No
2024500,Nethmi,Wijesinghe,23,Male,University of Moratuwa,Medicine,4th Year,3.27,No,Boarding house,0,On-campus,1 km,Train,151133,No,Yes,38834,No
2024501,Ayesh,Jayasekara,25,Female,University of Moratuwa,Business,2th Year,3.2,Yes,Boarding house,10175,Boarding house,3 km,Train,230186,Yes,No,20199,Yes
2024502,Ayesh,Wijesinghe,23,Male,NSBM Green University,Business,2th Year,2.94,Yes,Off-campus,5610,On-campus,13 km,Private vehicle,99414,No,Yes,16233,No
2024503,Ayesh,Jayasekara,18,Male,University of Moratuwa,IT,3th Year,3.41,No,Boarding house,0,On-campus,16 km,Train,235794,No,No,24041,No
2024504,Sachini,Wijesinghe,25,Female,NSBM Green University,Engineering,4th Year,2.24,No,Off-campus,0,Private residence,4 km,Private vehicle,135274,No,Yes,26227,Yes
2024505,Harsha,Fernando,19,Male,University of Colombo,Engineering,3th Year,3.75,Yes,On-campus,22873,Boarding house,16 km,Bus,294188,Yes,Yes,33972,No
2024506,Ayesh,Silva,25,Female,University of Moratuwa,Business,2th Year,2.28,No,Boarding house,0,Boarding house,2 km,Walk,64200,Yes,No,30521,Yes
2024507,Dinuka,Wijesinghe,22,Male,NSBM Green University,Business,1th Year,3.41,No,Off-campus,0,On-campus,9 km,Private vehicle,98610,Yes,Yes,18661,No
2024508,Sachini,Wickramasinghe,23,Female,NSBM Green University,IT,2th Year,2.16,Yes,Boarding house,24492,On-campus,7 km,Train,165507,Yes,No,33927,No
2024509,Sachini,Jayasekara,22,Female,NSBM Green University,IT,1th Year,3.37,No,On-campus,0,Private residence,1 km,Walk,241933,No,No,37448,No
2024510,Dinuka,Perera,18,Male,University of Colombo,Business,2th Year,2.84,Yes,Off-campus,24188,Boarding house,17 km,Walk,178106,No,Yes,17072,Yes
2024511,Kasun,Wickramasinghe,23,Male,University of Colombo,IT,3th Year,3.72,No,Boarding house,0,Boarding house,7 km,Private vehicle,155656,Yes,No,35727,Yes
2024512,Harsha,Silva,24,Male,SLIIT,Engineering,3th Year,2.12,Yes,Boarding house,19681,Boarding house,17 km,Private vehicle,164728,No,No,27827,Yes
2024513,Ayesh,Silva,23,Female,SLIIT,Engineering,3th Year,2.23,No,Off-campus,0,Boarding house,14 km,Private vehicle,251730,No,Yes,34250,No
2024514,Nethmi,Fernando,24,Female,NSBM Green University,Business,4th Year,3.16,No,On-campus,0,Private residence,3 km,Walk,73730,Yes,No,35612,Yes
2024515,Ravindu,Wickramasinghe,25,Female,University of Colombo,Business,1th Year,3.2,Yes,Boarding house,7131,Private residence,5 km,Train,252400,No,Yes,16654,Yes
2024516,Nethmi,Wijesinghe,25,Female,NSBM Green University,Business,1th Year,2.16,Yes,Off-campus,24128,Boarding house,17 km,Bus,109272,Yes,No,32639,Yes
2024517,Tharushi,Wijesinghe,23,Female,University of Moratuwa,Engineering,2th Year,3.18,Yes,On-campus,12086,Boarding house,2 km,Private vehicle,207601,Yes,No,32237,No
2024518,Nethmi,Fernando,18,Male,University of Colombo,Business,4th Year,3.04,No,Off-campus,0,Boarding house,17 km,Private vehicle,229155,No,Yes,21319,Yes
2024519,Dinuka,Fernando,21,Male,University of Moratuwa,Engineering,4th Year,3.73,Yes,Boarding house,9774,On-campus,19 km,Walk,59688,No,Yes,28658,Yes
2024520,Kasun,Silva,24,Male,University of Moratuwa,Engineering,3th Year,3.05,No,Off-campus,0,On-campus,8 km,Train,242881,Yes,No,16755,Yes
2024521,Harsha,Wijesinghe,23,Female,University of Moratuwa,Medicine,4th Year,2.88,No,Boarding house,0,On-campus,4 km,Bus,198630,Yes,Yes,37400,Yes
2024522,Nethmi,Wijesinghe,23,Male,SLIIT,IT,3th Year,3.47,No,Boarding house,0,Private residence,5 km,Bus,128285,No,No,36611,No
2024523,Nethmi,Wickramasinghe,21,Female,University of Colombo,Engineering,4th Year,3.7,No,Boarding house,0,Private residence,12 km,Private vehicle,146926,Yes,No,30448,Yes
2024524,Tharushi,Fernando,19,Male,SLIIT,Engineering,3th Year,2.46,No,On-campus,0,On-campus,1 km,Bus,121676,No,Yes,32284,No
2024525,Sachini,Perera,21,Female,University of Colombo,IT,4th Year,3.33,No,On-campus,0,Private residence,12 km,Bus,219606,Yes,Yes,31880,Yes
2024526,Ayesh,Jayasekara,19,Male,NSBM Green University,IT,3th Year,3.93,No,Boarding house,0,Private residence,2 km,Bus,271088,Yes,Yes,18805,Yes
2024527,Ayesh,Jayasekara,22,Female,University of Moratuwa,Medicine,2th Year,3.86,Yes,On-campus,4812,Private residence,11 km,Private vehicle,72039,Yes,Yes,18101,No
2024528,Sachini,Wijesinghe,22,Male,University of Moratuwa,Engineering,3th Year,3.12,No,Off-campus,0,On-campus,17 km,Walk,269179,Yes,Yes,24757,Yes
2024529,Dinuka,Wijesinghe,20,Male,University of Colombo,Engineering,3th Year,3.76,Yes,Off-campus,8891,On-campus,16 km,Bus,50011,Yes,Yes,15395,Yes
2024530,Ayesh,Silva,22,Male,NSBM Green University,Engineering,1th Year,3.12,No,Boarding house,0,Boarding house,6 km,Private vehicle,54707,No,Yes,19824,No
2024531,Dinuka,Wickramasinghe,20,Female,University of Moratuwa,Engineering,2th Year,3.44,No,Boarding house,0,Boarding house,12 km,Train,246456,Yes,Yes,31839,Yes
2024532,Harsha,Perera,22,Female,University of Moratuwa,Medicine,3th Year,3.29,Yes,Boarding house,639,Boarding house,13 km,Private vehicle,213782,Yes,Yes,17912,No
2024533,Ayesh,Silva,18,Male,University of Moratuwa,Business,1th Year,3.19,No,Boarding house,0,Boarding house,3 km,Walk,160546,No,No,32223,Yes
2024534,Tharushi,Perera,22,Female,University of Colombo,IT,1th Year,3.93,No,Off-campus,0,On-campus,18 km,Bus,293825,No,Yes,25943,No
2024535,Sachini,Fernando,23,Male,NSBM Green University,Medicine,1th Year,2.79,Yes,On-campus,4848,Private residence,1 km,Bus,156782,No,Yes,24075,Yes
2024536,Dinuka,Perera,19,Female,University of Colombo,Medicine,4th Year,2.37,No,Off-campus,0,Boarding house,11 km,Bus,246431,No,Yes,36170,No
2024537,Ayesh,Jayasekara,18,Female,University of Moratuwa,Business,2th Year,2.29,Yes,Off-campus,13970,Boarding house,14 km,Train,210380,Yes,Yes,16663,No
2024538,Tharushi,Wijesinghe,22,Female,University of Moratuwa,IT,4th Year,3.54,Yes,On-campus,15270,Private residence,3 km,Train,106627,Yes,No,35373,Yes
2024539,Ravindu,Wickramasinghe,21,Male,University of Colombo,Medicine,2th Year,3.57,Yes,On-campus,11157,Private residence,15 km,Walk,258538,No,No,24733,No
2024540,Harsha,Fernando,21,Male,University of Moratuwa,Medicine,2th Year,3.24,Yes,On-campus,1380,On-campus,1 km,Bus,66379,Yes,Yes,29095,No
2024541,Harsha,Silva,20,Male,University of Moratuwa,Business,3th Year,2.59,No,On-campus,0,Boarding house,13 km,Walk,201564,No,Yes,20928,No
2024542,Sachini,Perera,22,Male,SLIIT,Engineering,1th Year,2.41,No,Boarding house,0,Boarding house,18 km,Private vehicle,259050,No,Yes,19907,No
2024543,Kasun,Wickramasinghe,23,Female,SLIIT,Engineering,2th Year,2.73,Yes,Off-campus,21865,Private residence,3 km,Train,247237,No,No,16203,Yes
2024544,Sachini,Jayasekara,18,Female,University of Colombo,Engineering,2th Year,2.74,Yes,Boarding house,15501,On-campus,10 km,Walk,204038,Yes,Yes,38894,No
2024545,Ayesh,Jayasekara,18,Male,University of Colombo,Medicine,4th Year,2.51,No,Off-campus,0,On-campus,1 km,Private vehicle,227707,Yes,Yes,16833,Yes
2024546,Harsha,Fernando,24,Female,NSBM Green University,Engineering,3th Year,2.39,Yes,Off-campus,20974,Private residence,9 km,Walk,173460,Yes,No,29637,Yes
2024547,Harsha,Silva,25,Female,SLIIT,Business,3th Year,3.09,No,Boarding house,0,On-campus,7 km,Walk,79071,No,No,23520,No
2024548,Tharushi,Jayasekara,18,Female,NSBM Green University,IT,3th Year,3.59,No,Boarding house,0,Private residence,5 km,Private vehicle,54171,Yes,No,35149,No
2024549,Ravindu,Fernando,25,Male,NSBM Green University,IT,4th Year,2.92,No,Off-campus,0,On-campus,5 km,Bus,71686,No,Yes,24450,No
2024550,Ayesh,Fernando,22,Male,University of Colombo,Medicine,2th Year,2.47,Yes,On-campus,16225,Boarding house,18 km,Train,228893,No,Yes,35079,No
2024551,Tharushi,Fernando,25,Male,SLIIT,Medicine,2th Year,3.53,No,Boarding house,0,Private residence,5 km,Bus,144288,Yes,No,17179,No
2024552,Ravindu,Fernando,20,Female,NSBM Green University,Business,1th Year,2.42,Yes,Off-campus,8949,Boarding house,9 km,Train,143566,Yes,Yes,17511,Yes
2024553,Tharushi,Fernando,21,Female,University of Moratuwa,Medicine,2th Year,3.55,No,On-campus,0,On-campus,17 km,Walk,208537,No,No,17372,Yes
2024554,Nethmi,Perera,25,Male,NSBM Green University,IT,3th Year,2.89,Yes,Off-campus,6700,Boarding house,18 km,Private vehicle,184707,No,No,28793,No
2024555,Tharushi,Wickramasinghe,20,Female,University of Moratuwa,Business,2th Year,2.77,No,Off-campus,0,On-campus,5 km,Bus,282886,Yes,Yes,21436,No
2024556,Sachini,Perera,24,Female,NSBM Green University,Engineering,3th Year,3.25,No,Boarding house,0,Private residence,11 km,Private vehicle,220433,No,No,29984,No
2024557,Nethmi,Silva,20,Male,SLIIT,IT,1th Year,2.36,No,Boarding house,0,Boarding house,6 km,Walk,293388,Yes,No,26107,No
2024558,Harsha,Wickramasinghe,24,Female,University of Colombo,Medicine,3th Year,3.22,Yes,Boarding house,8634,Private residence,1 km,Train,122235,Yes,Yes,19413,Yes
2024559,Harsha,Silva,20,Female,NSBM Green University,Medicine,4th Year,3.73,Yes,On-campus,22648,On-campus,14 km,Train,115817,No,Yes,25405,Yes
2024560,Kasun,Silva,25,Female,NSBM Green University,IT,4th Year,2.61,No,Boarding house,0,Private residence,17 km,Train,215026,Yes,Yes,27330,Yes
2024561,Tharushi,Wickramasinghe,25,Male,NSBM Green University,IT,2th Year,2.48,No,On-campus,0,Boarding house,20 km,Bus,178952,Yes,Yes,17572,No
2024562,Kasun,Fernando,21,Male,University of Colombo,Medicine,4th Year,2.67,No,On-campus,0,On-campus,15 km,Walk,141956,Yes,No,24856,Yes
2024563,Sachini,Perera,23,Female,University of Moratuwa,Medicine,2th Year,2.8,Yes,Off-campus,2895,Boarding house,12 km,Private vehicle,217864,No,No,26173,No
2024564,Kasun,Perera,23,Female,SLIIT,Engineering,4th Year,3.75,Yes,On-campus,9622,Boarding house,14 km,Bus,154741,No,No,23670,Yes
2024565,Ravindu,Wijesinghe,18,Male,University of Moratuwa,IT,2th Year,3.3,Yes,Boarding house,11699,Boarding house,11 km,Train,170857,No,No,28333,No
2024566,Nethmi,Fernando,18,Male,University of Moratuwa,Medicine,1th Year,2.95,Yes,Boarding house,5092,Boarding house,17 km,Bus,260640,Yes,No,38024,No
2024567,Dinuka,Perera,23,Male,University of Colombo,IT,1th Year,3.78,Yes,On-campus,7406,Boarding house,11 km,Private vehicle,192821,Yes,Yes,33319,Yes
2024568,Kasun,Perera,19,Male,NSBM Green University,Medicine,1th Year,2.42,No,Boarding house,0,Private residence,13 km,Private vehicle,154751,No,Yes,18097,No
2024569,Sachini,Silva,21,Male,University of Moratuwa,Medicine,3th Year,3.49,Yes,Off-campus,24281,On-campus,1 km,Train,167263,No,No,35344,No
2024570,Tharushi,Perera,23,Male,NSBM Green University,Engineering,3th Year,3.66,No,Boarding house,0,Boarding house,20 km,Private vehicle,256911,No,No,34593,Yes
2024571,Ayesh,Fernando,23,Male,SLIIT,IT,3th Year,2.75,No,Off-campus,0,Boarding house,2 km,Private vehicle,255675,No,No,37682,Yes
2024572,Ayesh,Wijesinghe,25,Male,SLIIT,Engineering,3th Year,3.13,No,Boarding house,0,Private residence,14 km,Private vehicle,208007,Yes,Yes,15651,Yes
2024573,Ayesh,Wijesinghe,21,Male,NSBM Green University,IT,2th Year,2.65,Yes,On-campus,24589,Private residence,10 km,Train,190131,Yes,Yes,25744,No
2024574,Sachini,Perera,20,Female,NSBM Green University,Business,2th Year,3.87,Yes,Off-campus,22613,Private residence,10 km,Private vehicle,156579,No,No,15570,No
2024575,Kasun,Jayasekara,20,Female,University of Colombo,Business,1th Year,3.92,No,On-campus,0,Private residence,15 km,Private vehicle,211355,Yes,No,31525,No
2024576,Ravindu,Wijesinghe,18,Male,SLIIT,Business,4th Year,2.47,Yes,On-campus,6670,On-campus,19 km,Walk,208085,No,No,39417,No
2024577,Dinuka,Perera,21,Male,SLIIT,Medicine,4th Year,2.54,No,On-campus,0,On-campus,12 km,Train,90414,No,No,20107,No
2024578,Ayesh,Fernando,20,Male,University of Moratuwa,Business,1th Year,2.09,No,On-campus,0,On-campus,12 km,Walk,251753,No,No,38821,Yes
2024579,Tharushi,Silva,22,Male,University of Colombo,Business,4th Year,2.81,No,Boarding house,0,Boarding house,16 km,Train,170722,No,No,33008,No
2024580,Harsha,Silva,23,Female,University of Moratuwa,Business,3th Year,3.87,Yes,Boarding house,15914,Private residence,3 km,Private vehicle,209992,Yes,Yes,31541,No
2024581,Sachini,Wickramasinghe,25,Male,NSBM Green University,IT,4th Year,2.74,Yes,Off-campus,13766,Boarding house,18 km,Walk,272089,No,Yes,32381,Yes
2024582,Ayesh,Perera,20,Male,University of Colombo,Medicine,2th Year,2.91,No,Off-campus,0,On-campus,3 km,Walk,129918,No,Yes,39839,Yes
2024583,Ravindu,Fernando,20,Male,NSBM Green University,Medicine,3th Year,2.36,No,Boarding house,0,Boarding house,5 km,Train,286143,Yes,No,16885,Yes
2024584,Tharushi,Wijesinghe,23,Male,NSBM Green University,IT,3th Year,3.03,No,Boarding house,0,Boarding house,19 km,Private vehicle,225547,No,No,33464,No
2024585,Kasun,Fernando,22,Female,SLIIT,IT,4th Year,3.17,No,Boarding house,0,On-campus,17 km,Walk,181138,Yes,Yes,20675,No
2024586,Harsha,Wijesinghe,21,Male,University of Colombo,Business,1th Year,2.0,No,On-campus,0,Private residence,3 km,Private vehicle,107417,No,Yes,25868,Yes
2024587,Nethmi,Wickramasinghe,20,Male,SLIIT,Medicine,2th Year,2.63,No,Off-campus,0,On-campus,11 km,Train,299028,No,No,22125,Yes
2024588,Sachini,Fernando,18,Male,NSBM Green University,Business,1th Year,2.02,No,Boarding house,0,Boarding house,3 km,Train,241721,No,Yes,17895,Yes
2024589,Ravindu,Silva,25,Male,University of Moratuwa,IT,2th Year,2.49,Yes,Boarding house,17661,On-campus,11 km,Private vehicle,57930,Yes,Yes,24340,No
2024590,Ravindu,Perera,25,Male,University of Moratuwa,Medicine,1th Year,2.02,Yes,On-campus,2804,Private residence,17 km,Private vehicle,172348,No,No,24348,No
2024591,Dinuka,Fernando,19,Female,University of Colombo,Engineering,3th Year,2.14,No,On-campus,0,Private residence,15 km,Train,169871,No,No,17340,Yes
2024592,Harsha,Fernando,24,Male,SLIIT,Engineering,1th Year,2.77,No,Boarding house,0,On-campus,1 km,Train,281179,Yes,No,24410,Yes
2024593,Kasun,Fernando,20,Female,University of Colombo,Medicine,2th Year,2.83,No,Boarding house,0,Private residence,2 km,Train,194133,Yes,Yes,31349,Yes
2024594,Dinuka,Perera,20,Male,University of Moratuwa,IT,2th Year,3.7,Yes,On-campus,8227,Private residence,9 km,Walk,171295,No,No,34254,No
2024595,Nethmi,Fernando,19,Male,NSBM Green University,Engineering,1th Year,2.94,No,Off-campus,0,On-campus,4 km,Walk,287230,Yes,No,36227,No
2024596,Tharushi,Perera,18,Male,NSBM Green University,Engineering,2th Year,2.64,Yes,Off-campus,16553,On-campus,17 km,Train,150975,No,Yes,21032,Yes
2024597,Nethmi,Wijesinghe,25,Female,University of Moratuwa,Engineering,4th Year,2.47,No,On-campus,0,Private residence,18 km,Private vehicle,147716,No,Yes,17987,Yes
2024598,Ayesh,Wickramasinghe,20,Female,NSBM Green University,Business,4th Year,2.94,No,Off-campus,0,Private residence,1 km,Train,270400,No,Yes,19946,Yes
2024599,Harsha,Fernando,19,Male,University of Moratuwa,Business,2th Year,2.25,Yes,On-campus,7203,Private residence,12 km,Walk,262215,Yes,No,22498,Yes
2024600,Harsha,Fernando,24,Female,University of Moratuwa,Business,2th Year,2.52,Yes,On-campus,9464,Private residence,6 km,Train,114431,Yes,Yes,33751,Yes
2024601,Tharushi,Wijesinghe,22,Male,University of Colombo,IT,4th Year,3.11,No,Off-campus,0,Private residence,5 km,Private vehicle,156170,Yes,Yes,32758,No
2024602,Ravindu,Jayasekara,20,Female,University of Colombo,Engineering,3th Year,2.31,Yes,Boarding house,7122,Boarding house,6 km,Private vehicle,150421,Yes,No,28539,No
2024603,Sachini,Jayasekara,21,Male,University of Colombo,IT,1th Year,2.91,No,Boarding house,0,Boarding house,6 km,Bus,205145,No,Yes,37448,Yes
2024604,Ayesh,Jayasekara,25,Female,SLIIT,IT,2th Year,3.16,Yes,Boarding house,1694,On-campus,19 km,Private vehicle,76289,Yes,Yes,31229,No
2024605,Ravindu,Silva,21,Female,NSBM Green University,Business,3th Year,2.36,Yes,On-campus,3255,On-campus,11 km,Walk,75524,No,No,20907,No
2024606,Ayesh,Fernando,23,Female,University of Moratuwa,Engineering,1th Year,2.19,Yes,Off-campus,438,Boarding house,9 km,Bus,151074,Yes,No,22299,No
2024607,Dinuka,Jayasekara,21,Female,NSBM Green University,Engineering,4th Year,3.72,Yes,On-campus,12517,On-campus,11 km,Walk,213108,Yes,No,29086,No
2024608,Harsha,Wickramasinghe,20,Female,NSBM Green University,Engineering,3th Year,2.41,No,On-campus,0,Boarding house,8 km,Train,276991,No,No,16892,No
2024609,Ayesh,Wickramasinghe,25,Male,SLIIT,Medicine,1th Year,3.65,No,Boarding house,0,Private residence,2 km,Train,261912,Yes,No,33768,No
2024610,Kasun,Perera,20,Male,SLIIT,Medicine,2th Year,3.1,Yes,Boarding house,6296,On-campus,7 km,Train,286939,No,Yes,15995,No
2024611,Ayesh,Silva,23,Female,SLIIT,Engineering,4th Year,2.89,Yes,Boarding house,11033,Boarding house,5 km,Bus,152519,Yes,No,33200,Yes
2024612,Ravindu,Jayasekara,24,Female,SLIIT,Engineering,3th Year,3.88,Yes,On-campus,7529,On-campus,6 km,Bus,270661,Yes,No,38129,No
2024613,Ravindu,Wijesinghe,20,Male,SLIIT,Engineering,3th Year,2.97,Yes,Off-campus,11379,Boarding house,5 km,Train,141847,No,Yes,27109,No
2024614,Ayesh,Wijesinghe,24,Female,University of Colombo,IT,4th Year,2.89,Yes,Off-campus,2996,On-campus,17 km,Walk,98029,Yes,No,28814,Yes
2024615,Tharushi,Wickramasinghe,18,Female,University of Moratuwa,Engineering,4th Year,3.88,No,Boarding house,0,Boarding house,12 km,Train,131893,No,No,37994,No
2024616,Dinuka,Jayasekara,25,Female,University of Colombo,Business,2th Year,3.87,Yes,On-campus,12140,On-campus,8 km,Train,89083,Yes,No,20253,No
2024617,Tharushi,Wickramasinghe,23,Female,NSBM Green University,Medicine,1th Year,3.13,No,Off-campus,0,Private residence,7 km,Walk,52893,No,Yes,17159,Yes
2024618,Tharushi,Silva,18,Male,SLIIT,Business,1th Year,3.48,No,Boarding house,0,Private residence,3 km,Bus,289409,Yes,Yes,35965,Yes
2024619,Ayesh,Fernando,22,Female,University of Colombo,Medicine,4th Year,3.58,Yes,On-campus,7661,Boarding house,7 km,Walk,89347,Yes,Yes,32259,No
2024620,Kasun,Jayasekara,23,Female,University of Colombo,Engineering,3th Year,2.43,No,Boarding house,0,On-campus,12 km,Private vehicle,139376,No,No,15415,No
2024621,Ravindu,Perera,25,Male,NSBM Green University,Medicine,4th Year,2.92,Yes,Boarding house,14764,Boarding house,1 km,Train,294726,No,No,36465,Yes
2024622,Kasun,Jayasekara,24,Female,University of Moratuwa,IT,3th Year,3.67,No,On-campus,0,Boarding house,13 km,Train,224256,No,Yes,21279,Yes
2024623,Nethmi,Wickramasinghe,19,Male,University of Moratuwa,Medicine,1th Year,2.03,No,Off-campus,0,Private residence,6 km,Bus,200855,Yes,Yes,35346,No
2024624,Harsha,Wickramasinghe,19,Male,University of Moratuwa,Business,2th Year,2.83,No,On-campus,0,Private residence,19 km,Train,83381,Yes,Yes,37506,No
2024625,Ayesh,Jayasekara,24,Female,NSBM Green University,Business,2th Year,2.38,Yes,On-campus,21481,On-campus,16 km,Bus,151399,Yes,No,32700,Yes
2024626,Kasun,Wijesinghe,23,Male,SLIIT,IT,1th Year,3.71,Yes,On-campus,6513,Private residence,11 km,Bus,212509,No,No,23696,Yes
2024627,Ravindu,Wickramasinghe,23,Male,SLIIT,IT,1th Year,3.32,Yes,On-campus,20627,On-campus,18 km,Bus,68933,No,No,31858,No
2024628,Sachini,Fernando,25,Male,NSBM Green University,Engineering,2th Year,2.66,No,On-campus,0,On-campus,13 km,Walk,165604,No,No,35528,Yes
